,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23
KI_h6_8,2.73031938987732e-17,4.24823842549408e-05,2.76017104118955e-17,1.60851538565453e-17,2.07057631335877e-17,2.19916681188368e-17,2.67179576009738e-17,2.06798677830483e-17,2.69596397109122e-17,2.94410168920528e-17,0.0357309956391349,2.30049340832343e-17,0.523403253855382,2.0942783650093e-17,1.88618492018823e-17,0.244038267885229,1.99657483894305e-17,0.194788258320272,2.07678330509332e-17,2.2348221886154e-17,0.00199674191572663,2.75800129533507e-17,3.78966024588247e-17
KI_h12_9,2.53508555759504e-17,2.45600988318231e-17,2.56280264094894e-17,1.49349711189848e-17,1.92251797623209e-17,2.0419135007495e-17,2.48074671021212e-17,1.92011360810562e-17,2.50318675252752e-17,2.73358117005161e-17,0.0222878650471455,2.1359946519097e-17,0.141326958743269,1.94452519232828e-17,1.75131164795251e-17,0.575996799114179,0.000579859802923743,0.259383719449606,1.92828113169321e-17,2.07501930915357e-17,2.06104061252892e-17,2.56078804463477e-17,0.000424797842876004
KI_h12_10,0.000826256051235459,2.88000729579656e-17,0.00293800286595788,1.7513295072516e-17,0.00218420270789957,0.00423709007304639,0.00131451501761541,2.25159566252932e-17,2.93532862362892e-17,0.00201602978681657,0.0437426454410416,2.50474569479806e-17,0.0331249273467917,0.0037646591987181,2.0536522910003e-17,0.757596672533953,0.00483170295689454,0.140441347423513,2.26117320034052e-17,0.000628199830020667,2.41685183828541e-17,3.00287401204618e-17,0.0023537487664953
KI_h12_11,2.76083628623086e-17,2.67471888059822e-17,0.00217068765425905,5.46699904887049e-05,0.000677725108578015,0.00102066365686273,0.000187119063531408,0.000464185320234767,2.72609687546266e-17,6.77745645121129e-05,0.00709986866301431,0.000100258065722305,0.0641497359918278,0.00015398816954198,7.06451792303806e-05,0.702277952864984,0.00422258110328477,0.215756885746926,2.09999560073362e-17,1.69058558354484e-05,2.24457738454533e-17,2.78882759352739e-17,0.00150835300116676
KI_h12_12,4.19567223564549e-05,0.000148905729881507,2.87025779685789e-17,1.67266946799466e-17,2.15315924945216e-17,0.000542542542865145,0.000953073938041593,2.15046643329407e-17,2.80348988979236e-17,0.00232314213314199,0.00926567097170892,2.39224636565088e-17,0.0607967356148171,2.17780663453672e-17,1.96141358368605e-17,0.682876084844377,0.000152885059321783,0.238149552615602,2.15961380105612e-17,0.00377195990187426,2.30830021525242e-17,0.000977489926012635,3.94080718399929e-17
KI_h24_13,0.00085841208589269,0.000483639874678821,0.00212207725667429,0.00074795053867043,0.00141848844503271,0.00119856011401957,0.00181337526258027,0.000510288584887701,0.0104613339598825,0.00168035761226215,0.0306575665892819,0.00082743772318013,0.131284256055291,0.00023312938303971,0.000126099022830748,0.792794931139256,0.000901003299762975,0.0168784806011334,0.000687605315158745,0.000448353255224469,0.00140978806395126,0.000329709481725625,0.00212715633558313
KI_h24_14,0.000983890502759122,0.000140994501207406,0.00217621791808098,0.0010986464237738,0.00137640198232924,0.00172617671266756,0.00172120105801172,0.000759203320591142,0.0167110671689419,0.0022740846046439,0.00975043913456523,0.0011785168081905,0.11120928668753,0.0015168846971889,0.00012958130741787,0.826517667225021,3.3840703920424e-05,0.0149048431478569,0.000842714162238511,0.000127120431915289,2.3771329369122e-17,0.00227041364927551,0.00255080785187301
KI_h24_15,0.00145217860661209,3.33453801827657e-06,0.00333967965542738,0.00164057158141189,0.00206068427306021,0.00341002369950641,0.00300916779709603,0.000259003273958632,0.00768372745636937,0.0024367809158749,0.0538993478055005,0.00171434313501783,0.175195515434887,0.000281059699403519,4.50474909044417e-06,0.711457817487249,2.24745571375092e-17,0.0158730373795683,0.000529848256290725,0.000488723666979735,0.00421371809846146,0.00625143309367252,0.0047954993965431
KI_h24_16,0.00233808277657688,5.39850734651528e-05,0.00329526888685768,0.00158603163243294,0.00158836431189195,0.00305562118790985,0.00323042179715533,0.00104845151873397,0.0116394960618693,0.00379133672865912,0.0587352048746751,0.00279390782925699,0.139029243129955,0.00012074280134737,2.15771181177817e-17,0.719904120877059,2.2839929780886e-17,0.0292968053345655,0.00171392528838514,2.55653736915582e-17,0.0051136513993708,0.00755814010814902,0.00410719838168409
KI_h48_17,0.00137104833455392,0.000216799552509472,0.00178203780580058,0.000286808931538314,0.00259755119394275,2.28515586106175e-17,0.00256768942101932,0.000507652859021015,0.0119144674029505,0.00156911096321117,0.0491206421101836,0.00106687476505202,0.38880098282212,0.000481414691264985,0.000156704414805079,0.529688963530879,2.07464239211175e-17,2.02376014634458e-17,0.00263190420187981,0.000194580875706828,0.000354036583010371,0.00280393012993281,0.00188679941061884
KI_h48_18,0.00169867032350208,2.77156969213303e-17,0.00269278866743808,0.00189163163567312,0.00214022615807483,2.3042682406887e-17,0.00173306228791812,0.00142522075883334,0.020342661977279,0.00229081858016366,0.0775052017805156,0.000899504309023437,0.702035136108032,0.000153284087384688,1.9763284823005e-17,0.173475778028565,0.000502634786306664,2.04068628816707e-17,0.00271131853192718,0.000423472120974411,0.00519779289028551,2.88981024917133e-17,0.00288079696810344
KI_h48_19,0.00153075464223852,0.000127395775242838,0.00272304362155927,0.0010056467793941,0.00307061283715529,2.36444200661741e-17,0.00297411715712041,0.000772502395237342,0.0233749116966655,0.00321794060010892,0.0581365822207572,0.000732502518084469,0.627215298750381,0.00352541786368475,0.000133139018375962,0.259745034927404,2.14662452754495e-17,2.09397686296638e-17,0.00218548818593646,0.000358468638453307,0.00375263843967346,0.00319856754799181,0.00221993638453577
KI_h48_20,0.00163717904123573,0.000383004899975908,0.00218749489805903,0.00167846165461963,0.00219665200333191,2.30692547442482e-17,0.0048717983342783,0.000131068120371469,0.0321852302190431,0.00237688094284082,0.0525820488962918,0.00058076222031032,0.626347663992037,0.00101213365719248,0.000402971056729981,0.252754591673732,2.09440654190674e-17,2.04303956473184e-17,0.00216428017478533,0.00101840694340598,0.00447244686643364,0.00827927504071223,0.00273764936461282
KI_h72_21,0.00153870647510312,9.16668461007849e-05,0.0050322093105068,1.81594792316292e-17,0.00436673686305196,2.48276916736108e-17,0.00523582386101904,0.000231741993268376,0.0244138158638006,0.00267555973652002,0.0496293249299602,0.00107987333620756,0.645992357349646,0.0260088554197304,0.000252887716908754,0.217992584674794,2.25405113594398e-17,2.19876874881695e-17,0.00223985004284678,0.000144764632270925,0.00144161443695927,0.00966216950416859,0.00196945700713611
KI_h72_22,0.00161257369791311,9.8259102703168e-05,0.00496312136674913,1.77061063659277e-17,0.00494658855166271,0.000187432115634981,0.00329876618010204,0.00110866694797412,0.0444036766326427,0.00242001044599391,0.055815634607777,0.000166344086582225,0.790944672710084,0.00390710258153223,0.000679339566420718,0.0719138506441239,2.19777608477618e-17,0.00142069713846495,0.0018467770178525,0.000692469578838673,2.44345998523862e-17,0.00650982385003473,0.00306419317691279
KI_h72_23,0.00245306804571814,6.24578143553357e-05,0.00290204311424411,1.70338367195547e-17,0.00425606727285229,2.32887100283763e-17,0.00475324672730816,0.000178008691899331,0.0281000016239555,0.00308197527125641,0.0800465156172901,0.000415170693943241,0.734095372872471,0.0042011844128085,0.000207739367091216,0.105773055157154,2.11433040107901e-17,0.00163969979680504,0.00229020556924882,0.000899839377072842,0.00129375991214134,0.0209742080534198,0.00237638060896528
KI_h72_24,0.00247525643065095,2.47167260585325e-05,0.00326441429578947,0.00127594033013388,0.00344811422011011,2.30915227593586e-17,0.00608329160999137,0.000901034059350452,0.0299025478938942,0.00299281815722505,2.52171854101723e-17,0.000855142778195971,0.723700708452689,0.00852449168687736,0.000981238687109798,0.182722940769533,2.68073846381278e-05,0.00067613572817391,0.00330072916822058,0.00068210365819971,0.00456422044507962,0.0218826336322143,0.00171471388586503
KI_h120_25,0.00136668076171278,5.19127665610997e-05,0.00343928285324834,1.65011274218079e-17,0.0029418938184695,0.000861416985958481,0.000493616563003942,2.12146639315709e-17,0.00547710220417954,0.00205279981125523,0.111243626306972,0.000295334943027325,0.859923191204138,0.000397825295685789,2.54708850633932e-05,0.00189390851572864,0.00123008129654678,0.00224384582481272,0.00073735553538734,0.00112049918083974,0.000185591657298785,2.82932517834241e-17,0.00401856359011075
KI_h120_26,0.00131436129861579,0.000201134762922306,0.00374965798577065,0.000218512569411623,0.00265099398743222,0.000775561828368483,0.000976036398351586,2.16005683373242e-17,0.007495572331558,0.00214977026350877,0.0890408144082233,2.4029150281506e-17,0.873553432152991,0.00143599058551248,7.81767251127445e-07,0.00497003001254446,0.000955668522629105,0.00285254443502562,0.00112198582456953,0.000759512524210941,2.31859450446031e-17,0.0014303956015549,0.00434724273954806
KI_h120_27,0.000771884354544315,7.76994609714439e-06,0.00323530336175625,0.000303215378038323,0.00206713790235058,0.00114562496733483,0.000289277248170516,2.10574652114072e-17,0.00229150790868804,0.00172349729743183,0.0878913414863352,2.3424985315695e-17,0.890142363416418,0.000454557741537009,9.51998797227279e-05,1.90674021599809e-17,0.00117227989156869,0.00249485149995018,0.000704821567047285,0.000593413631019003,2.26029807894772e-17,2.80836013744442e-17,0.00461595252199016
KI_h120_28,0.00163867356672897,0.000409773745651089,0.00431115886065712,0.000115092017160807,0.00288808725337924,0.000379219957883342,0.00147240007794592,2.17530501877045e-17,0.0128298851183139,0.0031878167590859,0.0650244831361792,0.000434551684136995,0.866771893307696,0.00125731150183051,8.17623387329255e-05,0.0225874429065117,0.00299966489866097,0.00356618319932787,0.00146741131608061,0.000775230725004887,2.33496183215284e-17,0.00258154191256907,0.00522041571646288
LI_h0_1,0.00294859596865182,0.773428894862184,0.00195548340885143,0.00077467734881422,0.000833094423459541,1.30061072404441e-17,0.000159091419858483,1.22302945211397e-17,1.59442186626818e-17,0.00131492291603052,0.0596757180631868,0.000804838782325888,0.00200059347500989,0.00106486122845291,1.11550989287002e-17,0.00152089235951767,0.000353776274465029,0.00151347937995236,0.143156028293841,0.000186740792090045,0.000268357775940786,0.000177584908741146,0.00786236831862632
LI_h0_2,0.00222214488125171,0.754737153338786,0.00186496805296484,0.000682449674638306,0.000485339717452171,1.28636963252994e-17,1.56282684493936e-17,1.20963783998095e-17,0.000105144568115581,0.00160300115218693,0.0559757955907632,0.000493841890795375,0.00441565567752791,0.0015820398053003,7.10052752247427e-05,0.000932959564874255,1.16786649744401e-17,1.13922364777886e-17,0.163191603797612,0.000237094687977397,0.000865150378855852,0.00129689541761537,0.00923775652805821
LI_h0_3,0.000108262516569046,0.767618728515045,0.000833937810659239,0.000478904025425637,0.000661935472025483,1.3251135739903e-17,1.60989735271708e-17,1.24607071003269e-17,1.62445996992008e-17,0.00129498328793909,0.0600571758874072,0.000285666611616824,0.00216488817159496,1.26191277268822e-17,1.13652553653099e-17,0.00184837853318251,1.20304126375243e-17,0.0015829752896564,0.15719414090095,0.000322327185583678,1.33752624251952e-17,1.66184071794034e-17,0.0055476957923444
LI_h0_4,0.00189343377499433,0.785622342224811,0.00111995232030348,0.000631548621845671,0.0010013008665286,1.29120814877977e-17,0.000188703586518431,1.21418773932337e-17,0.000825814940777888,0.00192454158950698,0.0463931054011449,0.000722567773403242,0.00341635425890391,0.000389830230563881,3.27860948083312e-05,0.00175884971443213,0.000426790810708609,1.14350869306645e-17,0.142087058394959,0.000514247774274053,0.000937422642080433,0.00160718361977445,0.00850616535966015
LI_h6_5,1.58279301133844e-17,0.405891625839825,1.60009830728626e-17,9.32472193723362e-18,1.20033345929335e-17,0.377246418313118,1.54886628739644e-17,0.000230082529779891,1.56287683707771e-17,1.70672471346042e-17,0.00672513904518138,1.33361866118091e-17,1.4111165182854e-17,1.2140737718172e-17,1.22673542411509e-05,1.08553508137118e-17,1.15743407654414e-17,0.205478426831859,1.20393171346658e-17,1.29554840903923e-17,0.00441604008599551,1.59884048426834e-17,2.19690332741599e-17
LI_h6_6,0.000320148273840149,0.403979196625864,1.6850594525421e-17,9.81984092546831e-18,1.2640681091746e-17,0.392260034245214,1.63110714286521e-17,1.26248722144873e-17,0.000297320261811186,1.79734744934592e-17,0.00813755952989931,1.40443041585406e-17,1.48604321181231e-17,1.27853799730195e-17,1.1514988316216e-17,1.14317422973395e-17,0.00023869464961115,0.191201530170282,1.267857421481e-17,0.000225378538755065,0.00262954665587057,0.000710591048852475,2.31355329939814e-17
LI_h6_7,1.64210238300541e-17,0.382288003578629,1.6600561315442e-17,9.67413174325676e-18,1.2453115598735e-17,0.411281451017488,0.000302983374899087,0.000346239183328057,4.5047477591325e-05,1.77067797180734e-17,0.00524508920767235,1.38359113659075e-17,1.4639929420811e-17,1.25956674029003e-17,3.72104156134912e-05,1.12621153314811e-17,1.20080467985993e-17,0.19329575894097,1.2490446454445e-17,3.38785890247697e-05,0.00673548166421382,0.000388856550570447,2.27922423421095e-17
LI_h6_8,1.61701857033095e-17,0.465363818790545,1.63469806772085e-17,9.52635526418502e-18,1.22628889587125e-17,0.364848254548135,1.58235823113833e-17,9.82339421501882e-05,1.59667173824435e-17,1.74363011230036e-17,1.42234111913958e-17,1.36245619321118e-17,1.44162982690878e-17,1.24032632234082e-17,1.11708397718247e-17,1.10900817273547e-17,1.18246187738919e-17,0.16968969271917,1.2299649569716e-17,1.32356272814703e-17,1.31464633794341e-17,1.63341304613963e-17,2.24440811414091e-17
LI_h12_9,0.00104144321888183,0.175919542794226,1.49984122134483e-17,8.74046442981419e-18,1.12512437105249e-17,0.645574654631655,0.000552398244108051,1.12371725121823e-17,1.46495193042837e-17,1.59978675502588e-17,0.0328506705325761,1.25005834484393e-17,1.32270043197191e-17,1.13800375916483e-17,0.000116751904909165,0.00030329468314073,1.08491292759022e-17,0.142098925013986,1.12849717002948e-17,1.21437345397874e-17,1.20619263463537e-17,1.4986622095286e-17,0.00154231897651728
LI_h12_10,0.000589738900632078,0.0663879402222872,0.00255929976515585,0.00251832816004683,0.000106772032844103,0.768242236696584,0.00216907934462511,0.000454229420316056,0.00202497486917397,0.00199214518270129,0.043603540726001,0.000251686506735733,0.00279021667637425,0.00643469036972107,3.51177017166186e-05,0.00368366102622511,1.27820396755679e-17,0.0452141561524158,0.0352725112705117,0.000799041290576546,0.00867531161428684,0.00183104562721683,0.00436427644385215
LI_h12_11,1.5424562814597e-17,0.110242734598939,0.00112924432050916,0.000746007191487991,0.000646646154840766,0.757368156490436,0.0019225695999432,1.16828060775528e-17,1.52304766146262e-17,0.000708946870163591,0.0390070345926321,1.2996320215433e-17,0.000273893887709575,0.00348939984050439,7.91869654671918e-05,0.00214614839533578,1.12793741755996e-17,0.0781898469584819,1.17325008423859e-17,0.000423542437250016,0.000748463594489441,0.00109822624713196,0.0017799518546778
LI_h12_12,0.000237259935514114,0.120501545513498,0.000907982410948818,9.29935879631378e-18,0.00165546756522507,0.740448014098227,0.00238801618869481,0.000395092060723449,1.55862582930225e-17,0.000882636401138249,0.0187117355802363,1.32999123311769e-17,1.40727829690481e-17,0.00214048402614129,0.000262417698641738,0.00266112385213066,0.000810240747184019,0.102851973817622,1.20065703247212e-17,0.000757251801694416,0.00149602794669193,0.00102170949547244,0.00187102086021621
LI_h24_13,0.000508694697062141,1.57872489963053e-17,0.000151980566556803,0.00101554751774255,1.23579592242203e-17,0.661613209606965,8.51443491591841e-05,0.00022632382306133,0.00358631958163063,0.000926152936262799,0.032006840447913,0.000909804533991575,0.0019921145593866,1.24994217658024e-17,1.1257443728415e-17,0.00340571201999968,1.19162912704909e-17,1.16240348009597e-17,0.284507451219011,0.000106989141345651,0.000866307592471027,0.000581546877730985,0.00750986052970889
LI_h24_14,1.50984536655163e-17,1.46274950414126e-17,1.52635309732657e-17,0.00066859256234552,1.14501258146094e-17,0.704048408303998,1.4774822549008e-17,1.14358058873613e-17,0.00251286219020376,0.00065246314877652,0.0203448797908093,0.000543753846269399,0.00246073363712916,1.15811963149875e-17,1.04304557655935e-17,0.00164578614157045,1.10409034222446e-17,1.07701165321481e-17,0.260772395943647,0.000197058255659216,1.22751384456375e-17,1.52515324476092e-17,0.0061530661795917
LI_h24_15,0.00148620855726045,1.68561892326093e-17,0.000648726576548812,0.00182216063876317,1.31947053765401e-17,0.599506002930055,0.000824234967055442,0.000231628215294672,0.00406888560428171,0.00118510894997856,0.0354432986019332,0.00119469761585603,0.00155441357071993,1.33457462178414e-17,1.20196749798539e-17,0.00387138972031698,1.27231324883324e-17,1.24110875996995e-17,0.334219582988649,6.98082788615297e-05,0.00644355460444894,0.00232234058535991,0.0051079575946168
LI_h48_17,0.000453086215818757,0.00626113866037535,1.89103531096182e-17,1.1020184427365e-17,1.41858343710291e-17,0.213201120067633,0.000310031290478344,0.000232831569261215,1.84704606719488e-17,2.01704900539429e-17,0.0391202859631365,0.000701432701072243,0.00124911769087069,1.43482207447158e-17,1.29225407913216e-17,0.00162575799329844,0.000276102026822172,0.0012877661955873,0.729346981328247,0.000250632968443051,1.5207962225977e-17,1.88954878495839e-17,0.00568371532895535
LI_h48_18,1.73178981535632e-17,0.206637951036818,0.000261012712154591,1.02025080767039e-17,0.00067237873126812,0.122644693934091,0.000904026751469437,0.000198178193812281,0.00202098861810645,0.00025694986885556,0.0374523761420329,1.45915934582579e-17,1.54395249229794e-17,1.32836105420148e-17,0.000132506673880697,0.000180959216659337,0.000308950589002114,0.00214004033456952,0.621388688965677,0.000299209975570808,1.40795608697302e-17,0.00299451397054965,0.00150657428548243
LI_h48_19,1.68316529254022e-17,0.0904263945799394,1.70156799795265e-17,9.91604601164374e-18,1.2764521979086e-17,0.182510233027387,0.000167934785645815,1.27485582220883e-17,1.66198614085349e-17,3.09003907365771e-05,0.0338987496438019,1.41818963560214e-17,0.000157040458669961,0.000393146048738559,3.45211762514387e-05,1.15437391984296e-17,0.000609443397368711,1.20064522798967e-17,0.689594220155512,1.37770517135185e-17,0.000650874111305557,0.000234078951542507,0.00129246327310085
LI_h48_20,0.00147620503491397,0.145953313620003,1.76316012653266e-17,1.02749798783416e-17,1.32265629201146e-17,0.155994549076173,5.08715664617335e-05,0.000436007198091997,0.000571805123213092,7.83530558031424e-05,0.0189192108291665,0.000220434686912549,1.55491969937277e-17,1.33779684372496e-17,5.36994227797956e-05,1.19615911266859e-17,0.00175898133773077,0.00177856590934775,0.668085029810063,0.000356317034004297,1.41795726643621e-17,0.00212775338036519,0.00213890291496976
LI_h72_21,0.000175240006824433,0.344899900460639,1.80680577463868e-17,7.79462534102461e-05,0.000469983315602371,0.00832381693947415,0.00208681217558253,0.000180647500777513,0.00267782514036029,1.92720663096555e-17,0.0262784191988636,0.000586837402970746,0.000141616516060132,0.0044440577724087,0.000293164068960247,0.00103701372474391,1.30695630620988e-17,1.2749021689608e-17,0.593933962828669,1.46291283236591e-17,0.00272491357895039,0.0102533232623473,0.00141451985335496
LI_h72_22,1.7953051440733e-17,0.482518787932983,0.000241816257684464,1.05766964732883e-17,0.00141474034969874,0.0110112890318792,0.00310813481629069,0.0011096550957787,0.00948948444398921,0.00142380766401618,0.0252420555132006,1.51267564709906e-17,1.60057867707056e-17,0.00302890170652056,0.000850167814151536,0.00152394076591255,0.000619686963629232,1.28063747724017e-17,0.439073814041506,0.00056163187671639,0.00138015018093769,0.0167759305786623,0.000626004966442291
LI_h72_23,1.77675622895707e-17,0.416465651211373,1.79618220073543e-17,1.04674190918132e-17,0.000746361497694,0.0114960112475205,0.00388809512415041,0.000243112577074186,0.00970292500440225,0.000468583034020062,0.0158515582629393,0.000393771873905015,0.000124424720282014,0.00181273940048501,0.00026087215086377,0.000920002736783401,1.29927172433494e-17,0.00539604148588866,0.519372400724256,1.45431126444599e-17,1.44451406599399e-17,0.0119288249193497,0.00092862402901244
LI_h72_24,1.91401935732985e-17,0.346991650701699,1.93494608065449e-17,1.12760785281021e-17,0.000239751233403443,0.0259804265127992,0.00202777488002627,1.44970831583021e-17,0.0020093885649969,2.06388587502929e-17,0.0117136923065113,0.000347246216682634,1.70641663950881e-17,0.00135990731503846,0.000310263986383744,1.31270175185326e-17,0.000556673008143929,0.00690066890152204,0.594684747513042,1.5666639386802e-17,1.55610985862177e-17,0.006877808859751,2.6566426972664e-17
LI_h120_25,0.0014033804762253,0.801904534499127,0.00189099788980922,0.000417179841766296,0.00160821395354858,1.35743824942312e-17,0.00143900619418034,0.000311418167628074,0.00249149266858145,0.00204697955197592,0.0592320490998509,0.00127139040004084,0.00168600564537422,1.29269573469414e-17,7.98432299140593e-05,0.0012164050854232,1.2323881206154e-17,0.000521070940064082,0.11205956599875,8.23458869596471e-05,0.000215440605278771,0.00529464066572984,0.00482803919977203
LI_h120_26,0.000680505737575259,0.811487865163998,0.000685033391147802,0.000986303424894301,0.00161027656565303,1.31167379698092e-17,0.000949347754734383,0.000359528812677362,0.00155673099705408,0.00165259209726777,0.0655354017091662,0.000326834776664215,0.00205191527261331,1.24911400086736e-17,1.12499848701896e-17,0.001928061926491,1.19083958788458e-17,0.000409282578995368,0.101138414266051,0.000892937485245769,1.32396057177514e-17,0.00392905215229195,0.00381991588747882
LI_h120_27,0.000287874272630664,0.808795398952852,0.0010335940096185,0.000734075053586814,0.000660959589534617,1.24184589056371e-17,3.59589539601872e-05,1.16776993382246e-17,1.52238191323913e-17,0.00134046460907978,0.0573909445928126,0.000575314927924817,0.0029886605024201,0.000198603296403375,1.0651083761912e-17,0.00081781161692755,1.12744437827369e-17,1.09979291305623e-17,0.119904556033728,0.000144092748230624,1.25347856998569e-17,0.000791111797136387,0.00430057904315437
LI_h120_28,0.000738595049688674,0.834057930660593,0.000945632124815908,0.0013520541514035,0.000239445749807671,1.20639259219508e-17,0.000341802153725022,0.000192205446439711,0.0014236972326196,0.00162805043582648,0.0383892074912398,0.000880545826794687,0.00228858663011562,1.14885414416452e-17,1.03470073435498e-17,0.00165871022527167,0.000799685596664555,0.00104426975213621,0.106654864706444,3.58455293648777e-05,1.21769317175063e-17,0.00420131904560883,0.00312755219144021
LU_h0_1,0.00149479543844315,3.59200670679371e-17,0.0011301831414428,0.00279224201287747,0.88022634494137,0.000162613720020839,3.62818524548947e-17,2.80823827515896e-17,0.00149402126067526,0.00194801232972052,0.0593587712018222,0.000548693294655697,0.000897982707754755,0.00693401570480724,1.029676090529e-05,0.0004154937291432,0.0274657609685738,0.00173427508138542,0.000226458900260214,0.000279237560539268,0.00401833002863595,0.00570924429464431,0.00315322692232224
LU_h0_2,0.00050225569310081,0.000289800974366318,0.00095138809699788,0.0164559654187763,0.863248961968032,0.000595068350074269,0.000416231027220703,3.0913040966435e-17,4.03002792651757e-17,0.0014585258265721,0.0643594162999695,0.000745085681615216,0.00206951628263679,0.000226084365014474,0.000844833414311218,0.0010504597336541,0.0252064081006639,0.00212891692527664,0.000596139882808359,0.000992293916008615,3.31819078931751e-17,0.0109516218826389,0.00691102616026181
LU_h0_3,0.000341552083577118,0.000142879401135017,0.000398531374452885,0.0120681469592759,0.902894976814468,0.00039543187727204,0.00075109059420981,2.75063221689739e-17,3.58590559295397e-17,0.000245938477601116,0.0482750445959069,0.000168242376517853,0.00214905275739204,0.000681491955622693,0.000435527637742604,0.000601273938897799,0.0195648102117497,0.00192566093654291,0.000248124636223328,0.000598566736559356,2.95251524973524e-17,3.66842152801962e-17,0.0081136566348524
LU_h0_4,3.57408667941259e-17,0.000226304314202614,3.61316356899154e-17,0.0147629388356845,0.88979252650828,0.000183414096791424,0.000263210376007299,0.000401730552990888,0.00418725545949479,0.000284442245555742,0.0365291002027075,0.000252862784653577,0.00135421575854118,2.74148600896763e-17,0.00072432463505023,0.00129684161013444,0.0246147302185956,0.00186927673317146,0.000108637968140682,2.92546294942618e-17,2.90575510435877e-17,0.0120221103100138,0.0111260773899843
LU_h6_5,3.21763932523109e-17,0.000186406191595062,3.25281903627201e-17,0.628959870787156,0.149755367485315,2.59168419742202e-17,3.14867012941709e-17,0.00130104949162648,3.17715199362777e-17,3.46957847048502e-17,0.00477321286840132,0.000418702139710804,2.86864041551384e-17,2.46807477916983e-17,0.000840730106821666,2.20677014727543e-17,0.000348067813392881,0.134306902765846,2.44745712066744e-17,0.000431195960634257,0.0750473949497382,3.25026202421949e-17,0.00363109943976225
LU_h6_6,0.000248690346038565,0.000113805111587524,0.000834898712096902,0.60338311384773,0.174470815900267,2.58767220254023e-17,3.14379590575348e-17,0.000266367306704957,0.00585243208324217,0.000799001531464073,2.82587728805193e-17,0.000176347772412313,2.86419968516707e-17,2.46425413489853e-17,0.000320722662123144,2.20335400940455e-17,0.00228454858356816,0.129404470258153,2.44366839307043e-17,0.000851393442886658,0.0739545804509651,0.000769782968475258,0.00626902902228518
LU_h6_7,3.63183988215419e-17,3.51855369061719e-17,3.67154821011972e-17,0.661078151396369,0.13263716226622,2.92530674781894e-17,3.55399241365975e-17,2.75081255513938e-17,3.58614069378155e-17,3.91621067176821e-17,0.0121249160975268,3.06009023704632e-17,3.2379150102146e-17,2.78578532554581e-17,0.001143160240209,2.49084344810665e-17,2.65582120343245e-17,0.124053751761252,2.76251359529362e-17,2.9727351255053e-17,0.0689628582384224,3.66866203879571e-17,5.04096307261277e-17
LU_h6_8,0.00050342309758778,0.000282857749509595,3.07570201329559e-17,0.596397314757757,0.18046307975477,4.02981896498691e-05,0.00102035716393201,0.00150368966305561,3.00415506500063e-17,0.000818304781403498,0.0153386539625312,0.000592835032808111,2.71244203966815e-17,2.33368732862455e-17,0.00136104374312257,2.08661081639343e-17,2.22481475248937e-17,0.133622336878068,0.000317455713893004,0.000458451659264592,0.0635677694909479,0.0034010526186344,0.000311075743064678
LU_h12_9,0.000218359247906761,2.97308260784598e-17,0.00119336755915053,0.777906781628592,0.0233474649163721,0.000357428407159348,0.00350129208245873,0.000914908527024843,0.0117495441537277,8.95363456678693e-05,0.0109994185273967,2.58569340194034e-17,2.55447298700892e-05,0.000436499361747213,0.0029148438144623,0.000779905533418306,0.00470055235161156,0.123487771909345,0.00014848928171092,0.000413671629283369,0.0275414391391853,0.00622386410537881,0.00304931674853064
LU_h12_10,0.000596393743323908,3.31084395614162e-17,0.00230835395380987,0.671009940415231,0.144259541920924,0.000765386255507646,0.011840810101065,0.0186176282964113,0.024135467380329,0.00193635390004364,0.028094963447304,0.000559311161984681,0.00198963135210598,0.00741087513790106,2.36086980946142e-17,0.00361673367466511,0.00920522866460587,0.0545450914227548,0.000317810117148476,0.000627749216297498,2.77840244132571e-17,0.00577262558906251,0.0123901042495242
LU_h12_11,0.00104846336242423,3.27625271895349e-17,0.00117431743830106,0.762667554425913,0.0601891606905333,0.000545869068019455,0.00717773002735727,0.0192007005602448,0.00448924053367239,0.00120287983996783,0.0315735176204314,2.84936080017794e-17,3.01493988403375e-17,0.00667201517958752,0.000733191432576209,0.00293173953232286,0.0148082456332123,0.0763260912419064,0.000374289111898224,0.00057773299408487,2.74937407903346e-17,0.000758760097351468,0.00754850121019534
LU_h12_12,0.00149651036585186,3.10623415807099e-17,0.00195751719873651,0.782176191394235,0.0192630859753894,0.000645568701906117,0.0043567159808654,0.0136238889555087,0.0149297181927861,0.000931983286455507,0.0196885812373207,0.000350639173642734,0.000146653893477874,0.00312703622762155,0.00171394121168244,0.00134099322947835,0.00805868734785766,0.10285253052628,0.000426702922306659,0.000353418678273514,0.00680984285123174,0.00995160487604757,0.00579818777304494
LU_h24_13,0.000174030020871947,0.000277622376042403,0.0011157269307589,0.381348991618571,0.422494070649709,2.94476768769057e-17,0.035260407939446,0.0266309301905677,0.0468811928349371,0.00108333490408452,0.0326960663813684,0.000227199973204673,0.000375289224003223,0.0145824280066006,2.52567307580546e-17,0.0103931634354209,0.00455376590928877,0.000632553177411138,0.000531377076395151,0.000603919256262937,0.0113842115054582,3.69306823530813e-17,0.00875371858959679
